"fsym_id","ShortInterestDateCurrent","ShortInterestDateOneMonthAgo","ShortInterestDateTwoMonthsAgo","ShortInterestDateThreeMonthsAgo","ShortInterestDateFourMonthsAgo","ShortInterestDateFiveMonthsAgo","ShortInterestDateSixMonthsAgo","ShortInterestDateSevenMonthsAgo","ShortInterestDateEightMonthsAgo","ShortInterestDateNineMonthsAgo","ShortInterestDateTenMonthsAgo","ShortInterestDateElevenMonthsAgo","ShortInterestShsCurrent","ShortInterestShsOneMonthAgo","ShortInterestShsTwoMonthsAgo","ShortInterestShsThreeMonthsAgo","ShortInterestShsFourMonthsAgo","ShortInterestShsFiveMonthsAgo","ShortInterestShsSixMonthsAgo","ShortInterestShsSevenMonthsAgo","ShortInterestShsEightMonthsAgo","ShortInterestShsNineMonthsAgo","ShortInterestShsTenMonthsAgo","ShortInterestShsElevenMonthsAgo","ShortInterestRatioCurrent","ShortInterestRatioOneMonthAgo","ShortInterestRatioTwoMonthsAgo","ShortInterestRatioThreeMonthsAgo","ShortInterestRatioFourMonthsAgo","ShortInterestRatioFiveMonthsAgo","ShortInterestRatioSixMonthsAgo","ShortInterestRatioSevenMonthsAgo","ShortInterestRatioEightMonthsAgo","ShortInterestRatioNineMonthsAgo","ShortInterestRatioTenMonthsAgo","ShortInterestRatioElevenMonthsAgo","ShortInterestAsPercentOfFloat"
"TYPLZM-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",254127,56609,54016,53648,60292,69029,90052,86582,81096,88286,96159,87156,5.99486,1.67073,1.41621,1.39475,1.57146,2.02432,2.33874,1.38165,1.39385,2.34072,2.48872,2.06312,0
"TG3BYR-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",5000,7000,4000,4000,0,3000,42528,800,1500,0,2500,0,.050927,.0824868,.0896816,.0986991,0,.0458903,.942069,.00805521,.00817564,0,.057483,0,0
"BHK7XR-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",3756766,3759400,3706300,3703198,3686820,3720333,3610931,3503986,3426600,3514399,3322309,3328500,12.7131,10.1236,8.93374,8.68671,6.27542,6.87924,7.06035,5.88227,9.0805,10.9876,12.6899,8.78661,0
"FF7DS9-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",37743634,40557150,39939101,35420209,32619232,27236008,28292331,28496258,32061702,31876463,31052624,31824918,7.39809,6.00607,8.65618,9.27843,5.21443,1.57961,10.2625,5.33939,9.39254,6.75124,8.32935,6.07645,17.9190820737761
"V88QTM-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",1952965,1963596,1736854,1482342,1534214,1048106,677737,461176,542002,562275,925860,676345,8.36595,7.43553,6.73518,8.40454,4.71225,3.82852,2.00925,1.47491,4.95567,2.67469,7.32646,4.9444,3.39691121137677
"K28LKD-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",0,400,1500,5100,4000,14200,0,0,0,2000,1000,0,0,.0157791,.0518359,.176831,.194291,.703762," "," ",0,.0431325,.0212819,0,0
"R863MW-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",955730,1000733,909346,918230,746825,711222,926080,886196,849973,1080003,1050539,1083986,7.15635,6.80192,2.22227,2.67811,1.54655,.936632,5.45446,3.50802,2.89857,5.60356,4.7292,7.58016,3.25150870439355
"BZV0B6-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",120401,127419,109162,17650,11605,4189,316,10111,5529,15142,2831,9651,4.04764,2.84316,1.1102,.793365,.436295,.152945,.0146602,.585229,.212924,.368329,.0742928,.252202,.962341815378814
"MB1SDN-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",30973,19685,3338,31576,8715,10079,3131,1194,603,7009,3014,13548,.728297,.407127,.0638412,.569799,.10497,.140723,.031386,.0280282,.0123401,.098542,.0601837,.315194," "
"S5L64T-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",30987,26491,22632,14289,8162,1094,17969,29789,34423,34810,38088,50215,1.66132,1.33867,1.17076,.709272,.352677,.0615783,.824077,1.34215,1.9938,1.22493,1.22635,2.43042," "
"PW0PZT-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",14351,38806,48844,99426,41334,16696,27650,34818,4968,16278,7521,7954,.201172,.536217,.657575,1.12073,.448756,.198932,.302563,.387047,.0495551,.221211,.0530115,.0496725," "
"JWMKR4-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",16077,21752,31401,6807,7018,7540,3085,9383,947,1859,6168,993,.57045,.834689,.582233,.245598,.299953,.293248,.141572,.423134,.0344627,.0768245,.208139,.03658," "
"VMMK54-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",2208,471,834,4322,6497,7223,6211,1875,2078,2712,3782,4325,2.95582,.482088,1.09305,2.17953,1.15461,2.11756,4.14896,4.30046,6.57595,2.23394,3.0723,2.6228,.261845918856227
"WGXV7D-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",1574384,2475701,2577946,3295975,3077486,1314549,1300519,1279177,1276293,653600,700713,923597,3.71956,3.62048,3.49022,5.45518,.867445,1.96577,1.73445,1.64227,2.1724,1.9741,1.50039,2.13822,1.80086588167836
"Q500T0-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",43374,50605,62922,66804,72845,73143,73204,64897,80653,97854,53499,42622,1.05705,2.23659,5.60952,22.2014,14.5719,3.76192,4.34781,6.74114,5.05123,1.63101,3.07625,3.65446,.611909766798809
"LV15X6-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",1276,1291,974,0,0,0,0,0,0,0,0,0,.187951,2.35584,.00978157," "," "," "," "," "," "," "," "," "," "
"WMS4SB-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",29590,158150,102207,118809,228536,150148,188371,189380,65550,353591,89302,90526,.0956704,.541374,.239646,.521513,.822394,.513195,.739972,.528195,.216651,1.34865,.247578,.238539," "
"X6Y9VV-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",21071,27464,9494,57606,10750,41852,3035,10477,73872,36679,10063,118259,.116795,.0925755,.0205127,.427008,.104554,.269436,.0211625,.0835826,.364471,.30747,.071097,.66881," "
"W1LZPT-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",17576,17352,39753,127259,18206,26289,138015,36544,5045,13709,9877,49676,.150358,.110832,.307991,1.12235,.346907,.0733741,1.40773,.477568,.0491313,.207892,.118397,.840854," "
"PCM01N-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",406,3155,405,759,882,272,258,292,1547,19238,6254,1599,.0500864,.16824,.0193567,.0599573,.0761987,.0347648,.0353183,.0242747,.205281,4.18217,.741083,.473357," "
"NSFTZ4-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",3972,326,5208,2493,1648,5681,19824,14798,21276,17067,23354,13577,.0341434,.00328795,.0457983,.0365505,.013326,.019081,.23927,.157807,.346984,.214237,.224761,.140281," "
"GB4NJV-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",570,1015,1169,1871,1324,1993,6274,3534,3462,8799,4467,3270,.0224215,.0605428,.042222,.103697,.0339818,.0499374,.364852,.192988,.189087,.279006,.222971,.1329," "
"MLN48H-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",9237,919,7164,4126,4689,7872,4534,2536,1972,2520,12286,7012,.121136,.0144168,.119703,.131842,.13108,.215624,.368438,.063324,.0655041,.0851841,.596408,.176687," "
"RJM06Q-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",100,1630,2036,794,972,22428,13658,745,617,170,2594,1103,.0094688,.20852,.111868,.0739155,.102456,1.6384,.641522,.100757,.0589472,.012079,.201538,.086327," "
"K05C9B-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",6280,10670,8143,4106,1325,810,14011,4013,3863,1630,34,14864,.339533,.779857,.430437,.701161,.154971,.0739861,.974407,.634567,.394425,.103868,.00250313,1.59983," "
"KLBJCV-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",1572,401,105,124,201,31,101,673,1307,1308,2152,1176,1.08116,.148354,.114629,.0816326,.144917,.0105442,.0913201,.32465,.613327,1.81163,1.18047,.313516," "
"CQNWKP-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",3543,21745,24613,21018,4503,903,66540,10823,15154,45810,42406,1650,.0530524,.373478,.333081,.297356,.0652571,.0072734,1.04275,.0264691,.207959,.775389,.251828,.0203422," "
"JG2V88-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",3677,20291,12950,61,6181,303,8486,584,2610,1041,0,642,.176643,2.07114,1.49815,.0030763,.308034,.0362831,.218244,.0137054,.16162,.253223," ",.0637031," "
"C61282-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",2204,2614,2314,2455,979,22914,6327,639,1804,777,2238,944,.114061,18.6714,7.25392,1.03281,.821309,6.75531,2.05489,.0947368,.4087,.104548,.160522,.198194," "
"TBM1D3-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",2879,1926,48155,10437,3836,1349,856,1882,29540,25226,11625,3139,.371916,.209302,2.35224,.426749,.893964,.176918,.17175,.253059,4.78071,2.3512,1.4691,.269419," "
"KKWJPQ-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",287,109,352,39851,45101,408,23915,11060,4265,28189,19110,5344,.00967894,.00446666,.00991773,2.83677,2.32864,.0106823,1.40734,.518446,.0957609,1.22614,.677612,.122741," "
"J60ZBD-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",5732430,6555954,5650791,6538611,6118433,5568545,4779642,4992130,5295366,5446279,4294243,3117832,6.37933,2.9455,9.69431,9.85646,6.70152,7.10947,4.18971,3.49708,9.95879,5.98039,4.67676,4.41551,7.3600735356398
"GQM1FF-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",8813807,8326516,8802520,8556300,8220349,7321535,7248898,8236992,8068270,9312761,9636319,10510786,10.0926,8.27254,21.7232,15.8991,11.6513,7.88992,5.86837,5.7336,3.43011,8.94056,14.1474,11.4353,16.4761988954424
"QWQ1JQ-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",400,1400,400,400,400,400,24633.6666666667,516.666666666667,500,0,0,0,.00278348,.0112675,.00408987,.00331296,.00284038,.00095905,.343293,.00931552,.0178425," "," "," ",0
"KSVLMB-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",7531018,7651319,7893716,7143138,7380445,7824844,6600371,5366855,5282266,5953027,7220088,8101865,8.67444,4.02447,9.1293,7.42636,5.73633,4.77266,2.93922,4.08198,5.46487,5.18809,6.44726,8.00019,4.1006017927749
"VYQ02C-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",9212589,9341644,9715562,10584296,10243983,10590392,11469181,12251944,12269901,12180430,10922844,10649605,9.23399,5.98068,10.9375,14.3367,8.66905,8.57202,8.80321,6.53112,8.97876,7.60064,9.21376,7.672,7.06697492110743
"Q774MW-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",4709765,5322162,5394286,4762348,5236187,5007324,4584056,3924384,3120738,4442487,4616965,5206436,4.63525,3.57756,4.76364,5.38205,5.07176,3.6675,2.52662,1.15153,2.33503,4.545,4.46072,4.80696,3.38047297171981
"JQ87N5-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",100673,400,109722,483,1502,1110,0,0,0,0,0,0,.728489,.00714643,1.36562,.00141229,.00313777,.00990251," "," "," "," "," "," ",0
"JBL2Y9-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",124127,145232,173196,143534,107460,104816,76753,93028,73589,103572,112450,192035,.80115,2.79045,3.35625,2.43336,.798288,1.17579,.558191,.515071,1.04228,1.37116,1.1298,.692912," "
"G0WSCL-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",4100,1400,300,300,500,600,0,1200,0,4541,2000,200,.21292,.148037,.0276592,.0139739,.00733811,.00707978,0,.0745692,0,.128791,.104887,.0137633,0
"BCD4JF-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",3977782,3924641,3460443,5034174,5144097,3567448,3398137,3725480,3500455,3092293,2634420,2412780,4.77673,3.44755,3.45255,5.71482,3.52591,3.02079,2.84563,2.02154,2.99873,2.07374,1.6944,1.6166,2.98143530578779
"RT5S78-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",0,13000,28046,400,500,1596,65685,112366,300,51343,20987,5887,0,.138405,.303565,.00344774,.00295526,.00856256,.160131,.296618,.00128938,.250399,.107694,.0271243,0
"V4R9G8-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",389821,460246,523879,647298,975720,1332234,1385796,1105923,619394,442587,290820,291096,1.33554,.923286,1.66888,1.12295,1.91091,3.15139,3.05736,2.22868,1.13358,.970396,.584906,.926323," "
"MYZ7WZ-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",13239242,12498453,10724842,10412185,9161833,9833554,10792815,10299186,11297563,9306505,8936167,10276710,2.48563,4.78487,4.88037,4.38297,3.31207,3.3991,1.80063,4.33167,4.014,4.05077,2.91521,1.65107,11.4248095071455
"R4RPT4-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",400,2400,0,0,0,0,400,0,500,500,500,500,.0507283,.336491," "," "," ",0,.0556861,0,.0554401,.0371978,.0553097,.065,0
"G0WTFM-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",0,93500,4000,2593,25273,20500,0,0,0,44000,1550,23850,0,4.70736,.322108,.123653,.448715,.398566," "," ",0,1.19465,.0552742,.846742,0
"XLV24X-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",108956446,109681188,109122322,102554489,120214310,122018709,119293004,121084543,129172198,129214964,145588674,134040465,2.8431,3.02693,2.17891,3.67888,3.29547,3.3603,4.05965,3.5237,2.86424,3.34051,2.94516,2.87472,2.78946890581721
"PGDW6N-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",85179,90326,100144,104737,106095,111859,106562,86620,82179,84954,81299,99229,8.42189,6.02093,7.69865,17.9375,26.9756,19.6554,12.9088,7.06871,4.59974,2.2082,2.44317,2.95333,.288081172879548
"MJBT6J-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",9721896,7537867,3467064,1833960,1973203,3408854,2139867,2037459,3316659,2998070,2106892,1962948,2.63032,1.06735,.350446,1.65763,.83855,2.93322,2.16277,1.40521,1.19409,1.43201,.574073,1.27317,4.08213102014692
"T1TZGR-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",507847,480591,445859,406681,446852,563590,525158,557301,577261,416133,414718,541217,20.8382,10.5259,11.7855,7.29342,4.21885,9.83835,7.52365,5.84958,7.15388,4.16696,3.96537,4.25562,4.87566477348114
"WPF889-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",73411,1600,32025,600,100,126600,11100,100,2200,8200,500,0,.486906,.0119729,.27794,.00964317,.000978184,1.1252,.209642,.0017584,.0272108,.0980368,.00680557,0,0
"SQL44B-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",7890591,7453333,7490015,7425017,7407453,7634059,7671242,7646537,7766626,8251696,7827041,7281111,39.9051,37.9275,23.2827,28.651,20.8443,22.738,44.9454,46.5528,48.0891,29.8416,21.1692,26.6536,1.87066829590857
"LM9Y34-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",5600,6291,8100,9076,11786,7604,8732,8408,18745,25400,29220,27952,.702938,1.33773,2.09571,1.05434,1.49412,1.20207,1.57851,1.51499,5.42091,7.40562,8.28959,7.70296," "
"H1TFWC-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",28600,27342,25941,25377,29596,28426,24266,25379,20828,21600,24580,42659,5.32368,11.3923,5.32201,6.18987,14.1628,15.9394,18.2711,14.7291,8.55216,10.8351,18.165,28.9829," "
"LG9DK8-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",17292,12990,19300,27904,20770,2677,9947,9200,3700,7869,11800,19253,4.78559,4.8272,4.09182,3.91883,3.46119,.472721,.868285,.50494,.214619,.550199,1.56129,.989902," "
"B3JNSK-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",43985,33582,32600,16880,20484,19600,46827,35657,33417,41800,25400,19971,12.5625,5.8503,3.61328,.829032,1.06661,1.29747,.870984,.669695,4.13335,7.32138,3.19192,1.49287," "
"LBLZ6S-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",10400,2340,5297,3200,4520,4260,9630,29610,26206,33500,37000,52429,.670088,.520926,1.62249,1.14336,1.67451,.878863,1.83763,9.15941,7.28653,3.14562,3.47707,4.81705," "
"QXWY0G-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",2824,23750,19667,26904,21141,26900,24219,30018,23533,19600,28800,47623,.402224,7.86933,7.0961,3.07998,2.93735,3.65131,11.4056,13.7542,9.32222,3.7767,4.98755,16.3385," "
"N17TH6-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",15933468,15435851,15726192,15455024,14805399,15167325,16240909,15198112,15957758,15066176,15114464,15137709,19.3887,20.5303,20.7786,17.1259,16.4526,16.9854,19.8702,21.5867,20.9759,12.8492,11.9177,13.2857,1.87066829590857
"R9T096-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",3234,3200,12091,7892,9307,7500,12251,7723,2928,2204,6471,8004,3.06377,2.20462,7.2853,.855849,1.08221,2.29592,3.3905,5.94077,2.98601,2.0894,5.83762,3.1631," "
"P1P032-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",11797631,7987670,7781426,6499180,6848742,4956532,4952640,4005219,3379751,3186596,4284378,3939132,5.05534,6.11366,4.09646,5.14358,2.39728,2.97402,3.48543,2.81688,1.89263,1.91735,2.7571,2.37054,3.82080575612319
"C97BM8-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",75,5683,3673,0,0,0,0,0,0,0,0,0,.00827449,.384454,.171291," "," "," "," "," "," "," "," "," "," "
"WJL73H-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",783500,0,0,0,0,0,0,0,0,0,0,0,.788346," "," "," "," "," "," "," "," "," "," "," ",0
"TSCHQ9-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",23500,29400,22900,22600,23500,23600,22500,22600,22500,22500,23500,30800,2.44155,2.63306,1.78748,1.74153,2.00343,2.65663,4.51653,4.76304,4.6704,3.15873,3.31535,6.28813,0
"XFW8B2-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",599037,596012,539889,571735,572935,617899,527622,576643,540688,544127,521763,471809,5.85569,3.55018,3.27033,3.13992,4.63034,3.22015,2.34304,3.15411,4.33192,1.49364,3.30703,1.70947,.791051355751207
"BS0K0R-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",1092340,652823,798928,860306,976120,1157814,784548,922741,1002101,1376466,1340611,1583577,1.77565,.729846,1.40704,1.24309,1.59229,1.1948,1.19597,1.11022,1.15485,1.34878,1.16825,2.6473,.755972500412022
"RMJYP2-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",668329,972559,679948,798908,972958,910714,957326,1014235,988942,1041593,1281678,1096967,2.11243,3.40879,2.52221,2.19363,2.53907,2.26845,2.94209,2.71119,2.45539,2.61824,3.69319,4.18422,.755972500412022
"BWZ93Y-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",3235817,3065386,3426788,4105685,4630134,4349714,5291344,5153367,4522300,3886641,4454308,4762722,2.46706,2.68676,1.52,3.61292,2.45735,2.09171,2.7454,3.12543,2.17058,2.69952,2.98032,2.99964,2.28695092855141
"F9CDD5-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",370100,402300,404400,346937,234022,291677,166086,461929,614535,138200,124600,138368,.941131,1.27723,1.08627,.477568,.393151,.524728,.336729,.881141,1.6005,.389831,.333179,.243523,0
"W3F0KD-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",0,15000,0,3005,30000,0,0,0,0,0,100,0,0,.158383,0,.00723682,.0980994," "," "," "," ",0,.00256341," ",0
